ACCOUNT_NO,PARCEL_NO,LAND_ACT,IMPV_ACT,LAND_ASS,IMPV_ASS
"R421853","566509405020",76500.0000,511130.0000,4780.0000,31950.0000
"R421854","566509405021",76500.0000,511130.0000,4780.0000,31950.0000
"R421878","590115400055",23600.0000,0.0000,6380.0000,0.0000
"R421879","537720110022",29210.0000,0.0000,7890.0000,0.0000
"R421880","537720110004",71250.0000,0.0000,19240.0000,0.0000
"R421881","537720110005",29210.0000,116710.0000,1830.0000,7290.0000
"R421882","537720110006",65500.0000,0.0000,17690.0000,0.0000
"R421883","537720110023",35630.0000,0.0000,9620.0000,0.0000
"R421884","537720110024",35630.0000,0.0000,9620.0000,0.0000
"R421885","537721203016",66880.0000,23310.0000,4180.0000,1460.0000
"R421886","537721203017",66880.0000,2070.0000,18060.0000,560.0000
"R421887","537721303021",65510.0000,0.0000,17690.0000,0.0000
"R421888","537721303022",65540.0000,0.0000,17700.0000,0.0000
"R421964","508925304024",105000.0000,786970.0000,6560.0000,49190.0000
"R421965","508925304011",105000.0000,0.0000,6560.0000,0.0000
"R421968","537720104004",3040.0000,0.0000,820.0000,0.0000
"R421969","537720104012",9190.0000,0.0000,2480.0000,0.0000
"R421970","537716302021",113750.0000,278830.0000,7110.0000,17430.0000
"R421971","537716302039",58500.0000,0.0000,3660.0000,0.0000
"R421972","537721303025",46810.0000,89320.0000,2930.0000,5580.0000
"R421973","537721303026",46810.0000,0.0000,2930.0000,0.0000
"R422031","567119200285",6070.0000,0.0000,1640.0000,0.0000
"R422033","537717401001",13170.0000,0.0000,3560.0000,0.0000
"R422034","537717401002",131730.0000,0.0000,8230.0000,0.0000
"R422035","537717401003",204900.0000,265960.0000,12810.0000,16620.0000
"R422036","537717401004",292720.0000,0.0000,18300.0000,0.0000
"R422037","537717401005",204910.0000,0.0000,55330.0000,0.0000
"R422038","566126202008",222750.0000,1261540.0000,13920.0000,78850.0000
"R422039","566126302009",222750.0000,1102720.0000,13920.0000,68920.0000
"R422040","566308300008",380000.0000,674720.0000,23750.0000,42170.0000
"R422041","590901400122",242250.0000,929090.0000,15140.0000,58070.0000
"R422042","566905105013",1127270.0000,2614930.0000,304360.0000,706030.0000
"R422044","566515300131",634910.0000,3829470.0000,39680.0000,239340.0000
"R422046","559324302028",72600.0000,267570.0000,4540.0000,16720.0000
"R422047","559324202009",37400.0000,0.0000,10100.0000,0.0000
"R422048","559324403003",72600.0000,0.0000,4540.0000,0.0000
"R422049","559324406005",137500.0000,407110.0000,8590.0000,25440.0000
"R422050","559324406006",71500.0000,0.0000,4470.0000,0.0000
"R422052","559324102003",37400.0000,0.0000,10100.0000,0.0000
"R422053","537720103002",46350.0000,0.0000,2900.0000,0.0000
"R422054","537720103005",66750.0000,0.0000,4170.0000,0.0000
"R422055","537720405010",83300.0000,2190.0000,5210.0000,140.0000
"R422056","537720407047",34500.0000,0.0000,2160.0000,0.0000
"R422057","537720407048",34500.0000,473880.0000,2160.0000,29620.0000
"R422058","537720407049",34500.0000,0.0000,9320.0000,0.0000
"R422062","567513200016",940.0000,0.0000,250.0000,0.0000
"R422063","537728202012",24800.0000,0.0000,6700.0000,0.0000
"R422064","537728301016",54510.0000,316500.0000,3410.0000,19780.0000
"R422065","537728301035",62000.0000,0.0000,16740.0000,0.0000
"R422067","559304202003",43880.0000,327310.0000,2740.0000,20460.0000
"R422068","537728305013",130000.0000,594140.0000,8130.0000,37130.0000
"R422069","537728305014",110000.0000,0.0000,6880.0000,0.0000
"R422071","566517308031",260510.0000,130660.0000,16280.0000,8170.0000
"R422072","566517308032",680810.0000,1013820.0000,42550.0000,63360.0000
"R422074","559536105036",114710.0000,881160.0000,7170.0000,55070.0000
"R422075","537720409049",107000.0000,1750.0000,6690.0000,110.0000
"R422076","537720409050",120380.0000,601370.0000,7520.0000,37590.0000
"R422077","567502418031",73430.0000,290120.0000,4590.0000,18130.0000
"R422078","594511303008",7440.0000,0.0000,470.0000,0.0000
"R422079","594511303004",31880.0000,183870.0000,1990.0000,11490.0000
"R422080","536734100003",10300.0000,0.0000,2780.0000,0.0000
"R422081","560109300057",34060.0000,424150.0000,2130.0000,26510.0000
"R422082","537720100089",220110.0000,685690.0000,13760.0000,42860.0000
"R422083","567510100084",32000.0000,0.0000,8640.0000,0.0000
"R422084","567510200083",1170.0000,0.0000,320.0000,0.0000
"R422089","594511307006",38250.0000,0.0000,10330.0000,0.0000
"R422090","594511307007",7440.0000,0.0000,2010.0000,0.0000
"R422091","594511304002",7440.0000,0.0000,2010.0000,0.0000
"R422092","594511304010",7440.0000,0.0000,2010.0000,0.0000
"R422093","594511308004",19130.0000,0.0000,5170.0000,0.0000
"R422094","594511308006",7440.0000,0.0000,2010.0000,0.0000
"R422096","595519100260",42970.0000,106640.0000,11600.0000,28790.0000
"R422100","559329400013",672560.0000,0.0000,42040.0000,0.0000
"R422101","537721203018",66880.0000,1910.0000,4180.0000,120.0000
"R422102","537721203019",66880.0000,165460.0000,4180.0000,10340.0000
"R422103","559525101058",79200.0000,328290.0000,4950.0000,20520.0000
"R422104","559525101024",79200.0000,622550.0000,4950.0000,38910.0000
"R422105","565905400021",12730.0000,841520.0000,3440.0000,58960.0000
"R422106","565907100022",530.0000,0.0000,140.0000,0.0000
"R422108","594902400054",110020.0000,142680.0000,6880.0000,8920.0000
"R422109","595109200002",0.0000,283830.0000,0.0000,76630.0000
"R422111","617502300001",0.0000,31110.0000,0.0000,8400.0000
"R422112","566515107025",150.0000,0.0000,40.0000,0.0000
"R422113","566515107026",150.0000,0.0000,40.0000,0.0000
"R422114","566515114044",150.0000,0.0000,40.0000,0.0000
"R422120","616711100006",0.0000,233480.0000,0.0000,63040.0000
"R422121","537729409008",1650.0000,0.0000,450.0000,0.0000
"R422133","595130300242",0.0000,63590.0000,0.0000,17170.0000
"R422135","567710300053",21780.0000,341260.0000,5880.0000,21870.0000
"R422136","567710400054",13700.0000,41900.0000,3700.0000,2620.0000
"R422140","590932200218",123730.0000,438790.0000,7730.0000,27420.0000
"R422141","590932200219",93050.0000,179730.0000,5820.0000,11230.0000
"R422142","560128200034",138970.0000,184610.0000,8690.0000,11540.0000
"R422143","560128200035",135000.0000,754110.0000,8440.0000,47130.0000
"R422144","560128200036",135000.0000,274130.0000,8440.0000,17130.0000
"R422145","560128200037",5360.0000,0.0000,1450.0000,0.0000
"R422147","536931300009",1310.0000,0.0000,350.0000,0.0000
"R422150","559109101014",8560.0000,0.0000,540.0000,0.0000
"R422151","559109101015",2830.0000,0.0000,760.0000,0.0000
"R422152","559109101016",2020.0000,0.0000,550.0000,0.0000
"R422153","566909100066",1480.0000,0.0000,400.0000,0.0000
"R422154","565334301017",1230.0000,0.0000,330.0000,0.0000
"R422155","565334301832",180.0000,0.0000,50.0000,0.0000
"R422156","565334201833",23930.0000,508320.0000,1710.0000,31770.0000
"R422157","565334201019",1230.0000,0.0000,330.0000,0.0000
"R422158","565334201020",1230.0000,0.0000,330.0000,0.0000
"R422159","565327301021",1230.0000,0.0000,330.0000,0.0000
"R422160","565327401022",24390.0000,78590.0000,1780.0000,4910.0000
"R422161","565327101023",22340.0000,733690.0000,1640.0000,45860.0000
"R422162","565326201818",980.0000,0.0000,260.0000,0.0000
"R422163","565327101819",280.0000,0.0000,80.0000,0.0000
"R422164","565326301025",1280.0000,0.0000,350.0000,0.0000
"R422166","565326301820",1010.0000,0.0000,270.0000,0.0000
"R422167","565327401821",250.0000,0.0000,70.0000,0.0000
"R422168","565335201838",720.0000,0.0000,190.0000,0.0000
"R422169","565334101839",580.0000,0.0000,160.0000,0.0000
"R422170","565335201828",90.0000,0.0000,20.0000,0.0000
"R422171","565334101829",1190.0000,0.0000,320.0000,0.0000
"R422172","565334101030",24380.0000,247590.0000,1780.0000,15470.0000
"R422173","565334401830",90.0000,0.0000,20.0000,0.0000
"R422174","565334101831",1180.0000,0.0000,320.0000,0.0000
"R422175","565334201032",1250.0000,0.0000,340.0000,0.0000
"R422176","565327401033",1230.0000,0.0000,330.0000,0.0000
"R422177","565327401034",1230.0000,17760.0000,330.0000,4800.0000
"R422179","595510400043",219270.0000,706130.0000,13700.0000,44130.0000
"R422180","595510100044",10050.0000,556660.0000,2710.0000,53990.0000
"R422181","595511200257",4550.0000,610780.0000,1230.0000,43990.0000
"R422182","595511300258",220590.0000,451100.0000,13790.0000,28190.0000
"R422183","537729101165",82350.0000,421390.0000,5150.0000,26340.0000
"R422184","537729101044",44150.0000,810010.0000,2760.0000,50630.0000
"R422185","537729101166",30060.0000,0.0000,8120.0000,0.0000
"R422186","537729101167",40080.0000,105140.0000,2510.0000,6570.0000
"R422189","566515115017",99230.0000,562250.0000,6200.0000,35140.0000
"R422190","566515115018",99230.0000,581080.0000,6200.0000,36320.0000
"R422191","566515115019",99230.0000,581090.0000,6200.0000,36320.0000
"R422192","566521203036",208250.0000,660140.0000,56230.0000,178240.0000
"R422193","566521203037",228150.0000,779340.0000,61600.0000,210420.0000
"R422194","566521203038",150.0000,0.0000,40.0000,0.0000
"R422202","566521415021",92630.0000,415860.0000,5790.0000,25990.0000
"R422203","566521415022",92630.0000,415410.0000,5790.0000,25960.0000
"R422204","566521415023",92630.0000,415860.0000,5790.0000,25990.0000
"R422205","566521415024",93810.0000,432690.0000,5860.0000,27040.0000
"R422206","566521415025",150.0000,0.0000,40.0000,0.0000
"R422209","559733300079",257130.0000,1305780.0000,16070.0000,81610.0000
"R422210","559733300080",272250.0000,918470.0000,17020.0000,57400.0000
"R422211","565317300114",324190.0000,0.0000,87530.0000,0.0000
"R422214","567127200023",297000.0000,0.0000,80190.0000,0.0000
"R422215","567127200024",165000.0000,561970.0000,10310.0000,35120.0000
"R422216","567127100025",165000.0000,212590.0000,10310.0000,13290.0000
"R422217","567127100026",165000.0000,649340.0000,10310.0000,40580.0000
"R422218","567127200027",8250.0000,0.0000,2230.0000,0.0000
"R422221","567127100030",230.0000,0.0000,60.0000,0.0000
"R422222","537720408017",88440.0000,0.0000,5530.0000,0.0000
"R422223","537720408018",88440.0000,0.0000,5530.0000,0.0000
"R422229","537720102041",127930.0000,70500.0000,8000.0000,4410.0000
"R422230","537720102037",127930.0000,420640.0000,8000.0000,26290.0000
"R422231","537720102038",127930.0000,201070.0000,8000.0000,12570.0000
"R422236","591135401052",31880.0000,162990.0000,1990.0000,10190.0000
"R422237","591135401053",42500.0000,255970.0000,2660.0000,16000.0000
"R422238","591135401054",39460.0000,98330.0000,2470.0000,6150.0000
"R422239","559304201018",43880.0000,0.0000,11850.0000,0.0000
"R422240","559304201019",40950.0000,0.0000,11060.0000,0.0000
"R422241","590131400454",3490.0000,418240.0000,940.0000,26140.0000
"R422242","590131400453",63200.0000,464550.0000,17060.0000,31440.0000
"R422243","590131400455",100800.0000,367830.0000,6300.0000,22990.0000
"R422244","559324202063",4880.0000,76960.0000,310.0000,4810.0000
"R422245","559324202064",53630.0000,480480.0000,3350.0000,30030.0000
"R422248","595734300043",90.0000,0.0000,30.0000,0.0000
"R422249","559716100056",498750.0000,1233810.0000,31170.0000,77110.0000
"R422250","559716100057",435320.0000,91480.0000,27210.0000,5720.0000
"R422252","566306401044",313580.0000,1572280.0000,19600.0000,98270.0000
"R422253","566306401045",313580.0000,1087710.0000,19600.0000,67980.0000
"R422254","594511307008",7440.0000,180.0000,2010.0000,50.0000
"R422255","594511307009",7440.0000,0.0000,2010.0000,0.0000
"R422256","594511307010",7440.0000,0.0000,2010.0000,0.0000
"R422257","616319100201",94880.0000,20770.0000,25620.0000,5610.0000
"R422258","616319100202",119960.0000,0.0000,7500.0000,0.0000
"R422259","537728201045",144380.0000,0.0000,38980.0000,0.0000
"R422260","537728201046",330000.0000,753050.0000,20630.0000,47070.0000
"R422261","566521418016",115900.0000,634380.0000,7240.0000,39650.0000
"R422262","566521418017",119710.0000,634380.0000,7480.0000,39650.0000
"R422263","537720102039",127930.0000,188660.0000,8000.0000,11790.0000
"R422264","537720102040",107100.0000,31750.0000,6690.0000,1980.0000
"R422265","537720103023",110730.0000,0.0000,29900.0000,0.0000
"R422266","537720103024",110730.0000,196240.0000,6920.0000,12270.0000
"R422267","537720103025",110730.0000,0.0000,29900.0000,0.0000
"R422268","567502313023",73430.0000,555260.0000,4590.0000,34700.0000
"R422269","567519201009",170400.0000,834920.0000,10650.0000,52180.0000
"R422271","537721303023",65540.0000,195840.0000,4100.0000,12240.0000
"R422272","537721303024",65540.0000,0.0000,4100.0000,0.0000
"R422273","559710114042",756520.0000,1475980.0000,47280.0000,92250.0000
"R422274","559710114043",681200.0000,2012910.0000,42580.0000,125810.0000
"R422275","559710114044",754000.0000,1537350.0000,47130.0000,96080.0000
"R422276","559710114045",681200.0000,1335960.0000,42580.0000,83500.0000
"R422277","559710114046",754000.0000,2956360.0000,47130.0000,184770.0000
"R422278","559710114047",733200.0000,1532260.0000,45830.0000,95770.0000
"R422281","537729101170",29580.0000,0.0000,1850.0000,0.0000
"R422282","537729101171",29580.0000,780.0000,1850.0000,50.0000
"R422283","537729101172",29580.0000,246840.0000,1850.0000,15430.0000
"R422287","537729101175",59810.0000,203400.0000,3740.0000,12710.0000
"R422288","537729101176",59810.0000,230290.0000,3740.0000,14390.0000
"R422289","537733202022",206170.0000,0.0000,12890.0000,0.0000
"R422290","537733202023",144000.0000,356340.0000,9000.0000,22270.0000
"R422291","559324404003",37400.0000,430320.0000,2340.0000,26900.0000
"R422292","559324404004",31900.0000,0.0000,8610.0000,0.0000
"R422294","566911103039",208160.0000,357280.0000,13010.0000,22330.0000
"R422295","559118102052",21560.0000,0.0000,1350.0000,0.0000
"R422296","559118102053",79060.0000,218610.0000,4940.0000,13660.0000
"R422297","567716102030",62870.0000,424720.0000,3930.0000,26550.0000
"R422298","567716102031",7940.0000,0.0000,2140.0000,0.0000
"R422299","594511306002",19130.0000,7460.0000,5170.0000,2010.0000
"R422300","594511306007",7440.0000,51810.0000,2010.0000,13990.0000
"R422301","559333407017",52200.0000,0.0000,14090.0000,0.0000
"R422302","559333407018",16200.0000,0.0000,4370.0000,0.0000
"R422303","559333407019",63000.0000,0.0000,17010.0000,0.0000
"R422304","508936403056",151250.0000,1097000.0000,9450.0000,68560.0000
"R422305","532535100033",18390.0000,0.0000,4970.0000,0.0000
"R422306","532535400034",463550.0000,616230.0000,28970.0000,38510.0000
"R422307","567132300064",27450.0000,395580.0000,7420.0000,25880.0000
"R422311","566521415033",138750.0000,599230.0000,8670.0000,37450.0000
"R422312","566521415034",138750.0000,744890.0000,8670.0000,46560.0000
"R422313","566521415035",138750.0000,592670.0000,8670.0000,37040.0000
"R422314","566521415036",138750.0000,653260.0000,8670.0000,40830.0000
"R422315","566521415037",138750.0000,562240.0000,8670.0000,35140.0000
"R422316","566521415038",138750.0000,569980.0000,8670.0000,35620.0000
"R422317","566521415039",150.0000,0.0000,40.0000,0.0000
"R422318","594501100388",3720.0000,0.0000,1000.0000,0.0000
"R422319","594501100389",3720.0000,0.0000,1000.0000,0.0000
"R422320","594522400390",800.0000,0.0000,220.0000,0.0000
"R422321","594522400391",1240.0000,282850.0000,330.0000,21480.0000
"R422322","594707200056",800.0000,0.0000,220.0000,0.0000
"R422327","616303200203",13550.0000,0.0000,3660.0000,0.0000
"R422328","616303200204",11270.0000,415000.0000,3050.0000,36850.0000
"R422329","537729101168",82350.0000,855900.0000,5150.0000,53490.0000
"R422330","537729101169",82350.0000,0.0000,5150.0000,0.0000
"R422333","537729401177",78380.0000,0.0000,21160.0000,0.0000
"R422334","537729401178",78380.0000,971940.0000,4900.0000,60750.0000
"R422335","537729401179",78380.0000,0.0000,4900.0000,0.0000
"R422337","567702409008",113630.0000,0.0000,30680.0000,0.0000
"R422338","617703100035",3010.0000,248060.0000,190.0000,15500.0000
"R422339","617703100036",20.0000,0.0000,10.0000,0.0000
"R422340","537721302023",89860.0000,672400.0000,5620.0000,42030.0000
"R422343","565330100117",6100.0000,570360.0000,1650.0000,35650.0000
"R422352","508924400030",31630.0000,146120.0000,8540.0000,39450.0000
"R422358","567502104008",73430.0000,203860.0000,4590.0000,12740.0000
"R422359","559324101034",25460.0000,0.0000,6870.0000,0.0000
"R422360","559324101035",47290.0000,193520.0000,2960.0000,12100.0000
"R422361","536927300020",4920.0000,0.0000,1330.0000,0.0000
"R422362","536926300037",20440.0000,0.0000,5520.0000,0.0000
"R422365","559536300060",868180.0000,314120.0000,54260.0000,19630.0000
"R422366","559536300061",1004500.0000,2118540.0000,62780.0000,132410.0000
"R422370","590528300634",191400.0000,344790.0000,11960.0000,21550.0000
"R422372","591124300450",4500.0000,276110.0000,1220.0000,18130.0000
"R422373","591125200451",2100.0000,570670.0000,570.0000,40920.0000
"R422374","559320200024",624230.0000,971140.0000,39010.0000,60700.0000
"R422375","559320200025",491490.0000,439270.0000,30720.0000,27450.0000
"R422376","559320200026",430500.0000,807860.0000,26910.0000,50490.0000
"R422377","559320200027",240070.0000,0.0000,64820.0000,0.0000
"R422378","567701214031",219420.0000,907580.0000,13710.0000,56720.0000
"R422384","537331400068",610.0000,0.0000,160.0000,0.0000
"R422385","537331300069",430.0000,0.0000,120.0000,0.0000
"R422390","537729402023",121300.0000,0.0000,7580.0000,0.0000
"R422391","537729402024",97520.0000,555540.0000,6100.0000,34720.0000
"R422392","537729402025",79360.0000,0.0000,21430.0000,0.0000
"R422393","537729402026",77590.0000,0.0000,20950.0000,0.0000
"R422394","537729402027",109010.0000,0.0000,29430.0000,0.0000
"R422395","537729402028",142350.0000,0.0000,38430.0000,0.0000
"R422397","560101100059",44470.0000,0.0000,12010.0000,0.0000
"R422398","560101100002",10300.0000,0.0000,2780.0000,0.0000
"R422400","590314300673",247920.0000,282720.0000,15500.0000,17670.0000
"R422401","559710300131",2170610.0000,100230.0000,135670.0000,6260.0000
"R422402","567503400042",247500.0000,187180.0000,15470.0000,11700.0000
"R422403","567503400043",247500.0000,0.0000,66830.0000,0.0000
"R422404","567503400044",247500.0000,1227870.0000,15470.0000,76740.0000
"R422405","567503400045",247500.0000,0.0000,66830.0000,0.0000
"R422407","537101302516",0.0000,78180.0000,0.0000,21110.0000
"R422408","537101302517",0.0000,15180.0000,0.0000,4100.0000
"R422409","537101302518",0.0000,81030.0000,0.0000,21880.0000
"R422410","537101302519",0.0000,18460.0000,0.0000,4980.0000
"R422411","537101302520",0.0000,8920.0000,0.0000,2410.0000
"R422412","537101302521",0.0000,103520.0000,0.0000,27950.0000
"R422413","537101302522",0.0000,99920.0000,0.0000,26980.0000
"R422414","537101302523",0.0000,9520.0000,0.0000,2570.0000
"R422415","537101302524",0.0000,9520.0000,0.0000,2570.0000
"R422416","537101302525",0.0000,14610.0000,0.0000,3940.0000
"R422417","537101302526",0.0000,18080.0000,0.0000,4880.0000
"R422418","537101302527",0.0000,10580.0000,0.0000,2860.0000
"R422419","537101302528",0.0000,712890.0000,0.0000,192480.0000
"R422420","537101302529",0.0000,30860.0000,0.0000,8330.0000
"R422422","559702305054",322880.0000,1167240.0000,20180.0000,72950.0000
"R422423","559702305055",322880.0000,826790.0000,20180.0000,51670.0000
"R422424","559702305056",322880.0000,562490.0000,20180.0000,35160.0000
"R422425","559702305057",406880.0000,0.0000,109860.0000,0.0000
"R422426","566521415040",104460.0000,605820.0000,6530.0000,37860.0000
"R422427","566521415041",105990.0000,646970.0000,6620.0000,40440.0000
"R422428","566521415042",118190.0000,658830.0000,7390.0000,41180.0000
"R422429","566521415043",106750.0000,609550.0000,6670.0000,38100.0000
"R422430","566521415044",101800.0000,650360.0000,6360.0000,40650.0000
"R422431","566521415045",101800.0000,644920.0000,6360.0000,40310.0000
"R422432","566521415046",105990.0000,646970.0000,6620.0000,40440.0000
"R422433","566521415047",101800.0000,650360.0000,6360.0000,40650.0000
"R422434","566521415048",105990.0000,646970.0000,6620.0000,40440.0000
"R422435","566521415049",105990.0000,516980.0000,6620.0000,32310.0000
"R422436","566521415050",150.0000,0.0000,40.0000,0.0000
"R422437","566521415051",150.0000,0.0000,40.0000,0.0000
"R422438","566912403038",162980.0000,309510.0000,10190.0000,19340.0000
"R422439","566912403035",156830.0000,440900.0000,9800.0000,27560.0000
"R422440","566912403036",162980.0000,330060.0000,10190.0000,20630.0000
"R422441","566912403037",276750.0000,276920.0000,17300.0000,17310.0000
"R422442","566515100161",854730.0000,1174380.0000,53420.0000,73400.0000
"R422444","566515115020",150.0000,0.0000,40.0000,0.0000
"R422445","536930100014",9660.0000,0.0000,2610.0000,0.0000
"R422446","536930200015",1080.0000,0.0000,290.0000,0.0000
"R422448","595317300442",119810.0000,348480.0000,7490.0000,21780.0000
"R422451","537732100099",8730.0000,0.0000,2360.0000,0.0000
"R422452","566128405031",316810.0000,1341560.0000,19800.0000,83850.0000
"R422453","566128405032",289060.0000,0.0000,78050.0000,0.0000
"R422454","566128405033",316810.0000,0.0000,85540.0000,0.0000
"R422455","566515102019",150980.0000,824540.0000,9440.0000,51530.0000
"R422456","566515102020",150980.0000,832410.0000,9440.0000,52030.0000
"R422457","566515102021",150980.0000,739400.0000,9440.0000,46210.0000
"R422458","566515102022",150980.0000,941330.0000,9440.0000,58830.0000
"R422459","566515102023",181500.0000,592210.0000,11340.0000,37010.0000
"R422460","566515102024",235130.0000,1131740.0000,14700.0000,70730.0000
"R422461","595318100443",100830.0000,9530.0000,27220.0000,2570.0000
"R422462","595318100444",100830.0000,0.0000,27220.0000,0.0000
"R422463","595318100445",100830.0000,424390.0000,6300.0000,26520.0000
"R422464","595318400446",100830.0000,0.0000,27220.0000,0.0000
"R422466","566517303013",250110.0000,0.0000,67530.0000,0.0000
"R422467","566732202088",150.0000,0.0000,40.0000,0.0000
"R422468","559118100024",33770.0000,9190.0000,9120.0000,2480.0000
"R422469","559118100060",34150.0000,24170.0000,9220.0000,6530.0000
"R422470","537732400101",156230.0000,0.0000,9760.0000,0.0000
"R422471","537732400100",81550.0000,0.0000,5100.0000,0.0000
"R422472","567702300068",75400.0000,0.0000,20360.0000,0.0000
"R422477","537716301016",21370.0000,0.0000,5770.0000,0.0000
"R422478","537716301017",58500.0000,283720.0000,3660.0000,17730.0000
"R422479","537728305015",130000.0000,596870.0000,8130.0000,37300.0000
"R422480","537728305010",130000.0000,83930.0000,8130.0000,5250.0000
"R422483","559118202042",20480.0000,0.0000,5530.0000,0.0000
"R422484","559118202043",20480.0000,33290.0000,5530.0000,8990.0000
"R422490","567716200041",2800.0000,0.0000,760.0000,0.0000
"R422491","590108200456",12700.0000,0.0000,3430.0000,0.0000
"R422492","537101305001",412500.0000,0.0000,111380.0000,0.0000
"R422493","594903400395",70310.0000,265810.0000,4390.0000,16610.0000
"R422494","594903200396",403310.0000,0.0000,108890.0000,0.0000
"R422495","537329200068",3640.0000,0.0000,980.0000,0.0000
"R422496","537321300089",3640.0000,0.0000,980.0000,0.0000
"R422497","537101305002",442500.0000,1915500.0000,27660.0000,119720.0000
"R422498","537101305003",405000.0000,1506420.0000,25310.0000,94150.0000
"R422499","537101305004",447750.0000,0.0000,120890.0000,0.0000
"R422500","537101305005",450000.0000,3678480.0000,28130.0000,229910.0000
"R422501","537112205006",492000.0000,1886290.0000,30750.0000,117890.0000
"R422502","537112205007",435000.0000,1898950.0000,27190.0000,118680.0000
"R422503","537101305008",405000.0000,1702610.0000,25310.0000,106410.0000
"R422504","537101305009",442500.0000,1278780.0000,27660.0000,79920.0000
"R422505","537329200069",338290.0000,3881760.0000,21860.0000,242610.0000
"R422506","537329100070",3650.0000,0.0000,990.0000,0.0000
"R422507","537320300071",338290.0000,3863070.0000,21860.0000,241440.0000
"R422509","537320300073",3640.0000,0.0000,980.0000,0.0000
"R422510","537320300074",338450.0000,587300.0000,21900.0000,36710.0000
"R422512","537320200076",338500.0000,2802080.0000,21910.0000,175130.0000
"R422515","537320400079",3670.0000,0.0000,990.0000,0.0000
"R422517","537320400081",3690.0000,0.0000,1000.0000,0.0000
"R422518","537320400082",430910.0000,1968440.0000,27470.0000,123030.0000
"R422519","537320100083",3680.0000,0.0000,990.0000,0.0000
"R422520","537320100084",3640.0000,0.0000,980.0000,0.0000
"R422521","537321200085",3640.0000,0.0000,980.0000,0.0000
"R422522","537321200086",3710.0000,0.0000,1000.0000,0.0000
"R422523","537321300087",3690.0000,0.0000,1000.0000,0.0000
"R422524","537321300088",3660.0000,0.0000,990.0000,0.0000
"R422525","537101305010",328500.0000,0.0000,88700.0000,0.0000
"R422526","537101305011",75000.0000,0.0000,20250.0000,0.0000
"R422532","566521422001",221250.0000,474680.0000,13830.0000,29670.0000
"R422533","567931300076",3920.0000,0.0000,1060.0000,0.0000
"R422535","566521424001",264380.0000,1013230.0000,16520.0000,63330.0000
"R422536","566522305001",183750.0000,491300.0000,11480.0000,30710.0000
"R422537","566522306001",264380.0000,790910.0000,16520.0000,49430.0000
"R422538","566521100130",9900.0000,0.0000,620.0000,0.0000
"R422539","566521421002",263780.0000,1169220.0000,16490.0000,73080.0000
"R422540","567702211001",450.0000,0.0000,120.0000,0.0000
"R422541","537728203033",67430.0000,394620.0000,4210.0000,24660.0000
"R422542","566306401046",508500.0000,1791810.0000,31780.0000,111990.0000
"R422543","567702211002",320.0000,0.0000,90.0000,0.0000
"R422544","567702211003",320.0000,0.0000,90.0000,0.0000
"R422545","567702211004",320.0000,0.0000,90.0000,0.0000
"R422546","567702211005",1040.0000,0.0000,280.0000,0.0000
"R422547","567702211008",510.0000,0.0000,140.0000,0.0000
"R422548","567702211009",300.0000,0.0000,80.0000,0.0000
"R422549","567702211010",40.0000,0.0000,10.0000,0.0000
"R422550","567702211011",300.0000,0.0000,80.0000,0.0000
"R422551","567702211012",300.0000,0.0000,80.0000,0.0000
"R422552","567702211013",300.0000,0.0000,80.0000,0.0000
"R422553","567702211014",300.0000,0.0000,80.0000,0.0000
"R422554","567702211015",300.0000,0.0000,80.0000,0.0000
"R422555","567702211016",300.0000,0.0000,80.0000,0.0000
"R422556","567702211017",440.0000,0.0000,120.0000,0.0000
"R422557","567702212001",270.0000,0.0000,70.0000,0.0000
"R422558","567702212002",320.0000,0.0000,90.0000,0.0000
"R422559","567702212003",320.0000,0.0000,90.0000,0.0000
"R422560","567702212004",320.0000,0.0000,90.0000,0.0000
"R422561","567702212005",320.0000,0.0000,90.0000,0.0000
"R422562","567702212006",320.0000,0.0000,90.0000,0.0000
"R422563","567702212007",5250.0000,0.0000,1420.0000,0.0000
"R422564","567702212008",320.0000,0.0000,90.0000,0.0000
"R422565","567702212009",320.0000,0.0000,90.0000,0.0000
"R422566","567702212010",5250.0000,0.0000,1420.0000,0.0000
"R422567","567702212011",320.0000,0.0000,90.0000,0.0000
"R422568","567702212012",5250.0000,0.0000,1420.0000,0.0000
"R422569","567702212013",320.0000,0.0000,90.0000,0.0000
"R422570","567702212014",5250.0000,0.0000,1420.0000,0.0000
"R422571","567702212015",300.0000,0.0000,80.0000,0.0000
"R422572","567702312016",270.0000,0.0000,70.0000,0.0000
"R422573","567702312017",420.0000,0.0000,110.0000,0.0000
"R422574","567702312018",320.0000,0.0000,90.0000,0.0000
"R422575","567702312019",320.0000,0.0000,90.0000,0.0000
"R422576","567702212020",320.0000,0.0000,90.0000,0.0000
"R422577","567702212021",320.0000,0.0000,90.0000,0.0000
"R422578","567702212022",320.0000,0.0000,90.0000,0.0000
"R422579","567702212023",320.0000,0.0000,90.0000,0.0000
"R422580","567702212024",320.0000,0.0000,90.0000,0.0000
"R422581","567702212025",320.0000,0.0000,90.0000,0.0000
"R422582","567702212026",320.0000,0.0000,90.0000,0.0000
"R422583","567702212027",320.0000,0.0000,90.0000,0.0000
"R422584","567702212028",320.0000,0.0000,90.0000,0.0000
"R422585","567702212029",320.0000,0.0000,90.0000,0.0000
"R422586","567702212030",320.0000,0.0000,90.0000,0.0000
