ACCOUNT_NO,PARCELNUMBER,DOC_OCCURENCE,ACTUAL_YEAR_BLT,ABSTRACT_CODE,ABSTRACT_DESC,BUILDING_CODE,BUILDING_DESC,BEDROOMS,BATHROOMS,NUMBER_STORIES,IMPSQFT,UNITS,MODEL,ARCH_STYLE_DESC
"R007189","566905104008",0,1978,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2,1,8000,0,"COMMERCIAL","SERV/GARAGE"
"R007190","566517311012",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1807,0,"SFR","RANCH"
"R007191","567502312010",0,1973,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1.5,800,0,"SFR","CONVENTION"
"R007192","568105200106",0,1991,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2830,0,"SFR","CONVENTION"
"R007195","566517203006",0,1960,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1056,0,"SFR","CONVENTION"
"R007196","559703400057",0,1959,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1578,0,"SFR","CONVENTION"
"R007200","566529203001",0,1890,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,3,3,7587,0,"COMMERCIAL","SPEC PURPOSE"
"R007200","566529203001",0,1890,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,3,2454,0,"SFR","VICTORIAN"
"R007203","566130111004",0,1979,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1400,0,"SFR","CONVENTION"
"R007204","566516308021",0,1976,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1440,0,"SFR","CONVENTION"
"R007217","591112100276",0,1994,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1680,0,"SFR","MANUFACTURED"
"R007219","537331300032",0,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4,2,4847,0,"SFR","MODERN"
"R007220","566520109008",0,1950,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.5,1,1900,0,"SFR","RANCH"
"R007229","595511400110",0,1978,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2,2.5,1640,0,"SFR","LOG HOME"
"R007229","595511400110",1,1998,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1298","MANUFACTURED HOME",3,2,1,1858,0,"SFR","MANUFACTURED"
"R007230","566529400006",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,882,0,"SFR","CONVENTION"
"R007237","566131200130",0,2019,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,1,2854,,"SFR","CONVENTION"
"R007179","590507301017",1,1986,"3215","MANUFACT/PROCES ","3212","CONTRACTING/SER",0,0.5,1,8000,0,"COMMERCIAL","WAREHOUSE"
"R007179","590507301017",2,2009,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,3600,,"COMMERCIAL","AIRPLANE HANGER"
"R007188","566504200080",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1,1842,0,"SFR","SOUTHWEST"
"R007193","566517423004",0,1955,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3.5,2,3567,0,"SFR","CONVENTION"
"R007194","566517312003",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,2,3493,,"SFR","CONVENTION"
"R007198","559709202001",0,1989,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,4.5,1,3565,0,"SFR","CONVENTION"
"R007201","559329105001",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2580,0,"SFR","CONVENTION"
"R007202","559329105002",0,1975,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1.5,1292,,"SFR","RANCH"
"R007209","567706200107",0,2006,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,1358,0,"SFR","RANCH"
"R007210","566516308006",0,1951,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1973,,"SFR","CONVENTION"
"R007218","594511301001",0,1933,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2504,0,"SFR","HISTORICAL"
"R007228","590318100028",0,2013,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1188,,"SFR","CONVENTION"
"R007238","566115200065",0,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1718,0,"SFR","CONVENTION"
"R007241","566517114006",0,1950,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,1692,,"SFR","CONVENTION"
"R007242","566529214008",0,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,2,2089,0,"SFR","TRI LEVEL"
"R007247","590918100002",0,1974,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1344,0,"SFR","MANUFACTURED"
"R007261","595508310011",0,1928,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1.5,2225,0,"SFR","CONVENTION"
"R007271","566517411010",0,1946,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1.5,1860,0,"SFR","CONVENTION"
"R007276","567106403011",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,2687,,"SFR","CONVENTION"
"R007279","566517201007",0,1960,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1580,,"SFR","RANCH"
"R007280","559703102004",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1468,0,"SFR","CONVENTION"
"R007300","566529402010",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,916,,"SFR","CONVENTION"
"R007305","566517426009",0,1957,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.5,1,1344,0,"SFR","CONVENTION"
"R007316","566517315013",0,1959,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1218,,"SFR","CONVENTION"
"R007317","559328202023",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1120,0,"SFR","RANCH"
"R007347","566518404003",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,2209,,"SFR","BI LEVEL"
"R007361","567712201009",0,1979,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2,2,4544,0,"COMMERCIAL","SPEC PURPOSE"
"R007361","567712201009",0,2001,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,1216,0,"SFR","MISC"
"R007367","566529400018",0,1932,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1,1789,,"SFR","CONVENTION"
"R007368","566520334007",0,1957,"2220","OFFICES         ","2220","OFFICES",0,2,1,4550,0,"COMMERCIAL","OFFICE"
"R007372","567712305020",0,1979,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.75,1,2236,0,"SFR","CONVENTION"
"R007375","566516404019",0,1977,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",5,2.5,1,3000,2,"SFR","BI LEVEL"
"R007239","566529406002",0,1928,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,939,0,"SFR","CONVENTION"
"R007243","566529404007",0,1908,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,2,1776,,"SFR","CONVENTION"
"R007243","566529404007",1,2021,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,728,,"SFR","CONVENTION"
"R007244","590918100006",0,1928,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,1,1,1283,0,"COMMERCIAL","SPEC PURPOSE"
"R007257","532524400051",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,2,1386,0,"SFR","CONVENTION"
"R007258","566518401005",0,1970,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2331,,"SFR","MEDITERAN"
"R007259","537720105003",0,1965,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1292,0,"SFR","CONVENTION"
"R007267","595730100065",0,1909,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",2,1,1,864,0,"SFR","CONVENTION"
"R007267","595730100065",1,1970,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",2,1,1,768,0,"SFR","CABIN"
"R007269","537716303020",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1986,0,"SFR","CONVENTION"
"R007298","566517311004",0,1959,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1825,0,"SFR","CONVENTION"
"R007302","566134105092",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,2,1945,0,"SFR","CONVENTION"
"R007318","559329300005",0,2002,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1728,0,"SFR","MANUFACTURED"
"R007330","566517429002",0,1955,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1392,,"SFR","CONVENTION"
"R007346","616511100015",0,1949,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",2,1,1,1191,0,"SFR","CONVENTION"
"R007348","566516315005",0,1963,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,1568,0,"SFR","RANCH"
"R007355","566517310004",0,1957,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1424,,"SFR","CONVENTION"
"R007363","566515201005",0,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,1,2847.5,0,"SFR","CONVENTION"
"R007371","567127200120",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,3566,0,"SFR","CONVENTION"
"R007422","566515300103",0,1961,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1,1776,0,"SFR","BI LEVEL"
"R007425","537728301019",0,1965,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1,1092,0,"SFR","CONVENTION"
"R007433","567304400003",0,2002,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.25,2,2639,0,"SFR","CONVENTION"
"R007448","566520236009",0,1954,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,2,1934,,"SFR","CONVENTION"
"R007450","595118201005",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1807,0,"SFR","VICTORIAN"
"R007460","566516206009",0,1970,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,2,2038,0,"SFR","BUNGALOW"
"R007490","567711413008",0,1902,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,1035,,"SFR","CONVENTION"
"R007492","559703100137",0,1981,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2332,0,"SFR","MODERN"
"R007500","566130105001",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,2,1,1792,0,"SFR","BI LEVEL"
"R007502","566130101004",0,1991,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1088,0,"SFR","MANUFACTURED"
"R007509","566130108003",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,1080,0,"SFR","CONVENTION"
"R007529","566130110010",0,2007,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1415,,"SFR","CONVENTION"
"R007531","566130101002",0,1983,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1200,0,"SFR","MANUFACTURED"
"R007380","567306100160",0,1920,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,2.5,1.5,2632,0,"SFR","CONVENTION"
"R007380","567306100160",1,1989,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1298","MANUFACTURED HOME",2,1.5,1,1148,0,"SFR","MANUFACTURED"
"R007385","590916200024",0,1999,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1708,0,"SFR","MODULAR"
"R007392","590502300271",0,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1568,0,"SFR","RANCH"
"R007393","567711406004",0,1904,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1454,0,"SFR","CONVENTION"
"R007404","565502100005",0,1960,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",3,1,1,1244,0,"SFR","BI LEVEL"
"R007418","565726400019",0,1972,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1584,0,"SFR","MANUFACTURED"
"R007419","565726100003",0,1985,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1742,0,"SFR","CONVENTION"
"R007424","566131100103",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,4582,0,"SFR","CUSTOM"
"R007446","566129207011",0,1989,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,1924,0,"SFR","SPLIT LEVEL"
"R007447","566503300012",0,2008,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1277","SFR NOT INTEGRAL TO AG",3,3.5,2,3772,,"SFR","CONTEMP"
"R007449","566516414001",0,1979,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2,2,1133,,"SFR","TOWNHOME"
"R007485","566521106005",0,1984,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,2480,0,"SFR","BI LEVEL"
"R007494","566133405056",0,1973,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,2840,0,"SFR","BI LEVEL"
"R007505","537101302211",0,1974,"1230","CONDOMINIUM     ","1230","CONDOMINIUM",1,1,1.5,492,1,"SFR","CONVENTION"
"R007507","566130105008",0,2008,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1292,,"SFR","CONVENTION"
"R007508","566130107001",0,1990,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2.5,1,1216,,"SFR","MANUFACTURED"
"R007528","566130106011",0,1977,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,952,0,"SFR","MANUFACTURED"
"R007533","566130107008",0,1974,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,924,0,"SFR","MISC"
"R007541","566130106007",0,2023,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,,,"SFR","MODULAR"
"R007550","566130102002",0,1980,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1248,0,"SFR","CONVENTION"
"R007553","566129201001",0,1980,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1720,0,"SFR","MANUFACTURED"
"R007585","566129208007",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,2040,0,"SFR","BI LEVEL"
"R007587","566129208011",0,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.25,1,1928,0,"SFR","SPLIT LEVEL"
"R007588","566129208014",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.75,1,1656,0,"SFR","CONVENTION"
"R007590","566129208016",0,1988,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1293.8,0,"SFR","CONVENTION"
"R007595","566130114015",0,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,1796,0,"SFR","RANCH"
"R007597","566130114006",0,1984,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1520,0,"SFR","MODERN"
"R007598","566130114003",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.5,1,1535,0,"SFR","CONVENTION"
"R007603","566129206018",0,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,2172,0,"SFR","BI LEVEL"
"R007604","566129206021",0,1992,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.25,2,2716,0,"SFR","CONVENTION"
"R007615","566129204009",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,2,1646,0,"SFR","MISC"
"R007616","566129207005",0,2005,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,2228,0,"SFR","CONVENTION"
"R007617","566129207006",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1728,0,"SFR","CONVENTION"
"R007628","566130116010",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2274,0,"SFR","CONVENTION"
"R007637","566129207002",0,1982,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,2380,,"SFR","CONTEMP"
"R007640","566129206006",0,1979,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1088,0,"SFR","CONVENTION"
"R007641","566129206005",0,1983,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1991,0,"SFR","RANCH"
"R007642","566129206007",0,1984,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1354,0,"SFR","RANCH"
"R007667","566904300003",0,1978,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,0,28,"COMMERCIAL","MINI STORAGE"
"R007667","566904300003",1,1976,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,0,16,"COMMERCIAL","MINI STORAGE"
"R007667","566904300003",2,1980,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,0,30,"COMMERCIAL","MINI STORAGE"
"R007667","566904300003",3,1989,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,2,1,4000,0,"COMMERCIAL","SERV/GARAGE"
"R007673","566129205001",0,1978,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1400,0,"SFR","MODERN"
"R007674","566520108010",0,1963,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.75,1,2254,0,"SFR","RANCH"
"R007694","559525101007",0,2000,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.5,1,1216,,"SFR","SOUTHWEST"
"R007713","566516304006",0,1954,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,2,1620,0,"SFR","CONVENTION"
"R007716","566517114008",0,1888,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,1.5,1.5,1351,0,"SFR","VICTORIAN"
"R007728","590502400348",0,1919,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",2,1.75,2,1518,0,"SFR","CONVENTION"
"R007729","590502400349",0,1946,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,2464,0,"SFR","CONVENTION"
"R007730","590502400350",0,1946,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1.75,1,1200,0,"SFR","CONVENTION"
"R007734","566520318024",0,1949,"1212","SINGLE FAM RES  ","1232","TOWNHOME IN DGO",3,2,1.5,1235,,"SFR","TOWNHOME"
"R007736","595310300168",0,2003,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2.5,2,3104,0,"SFR","CONVENTION"
"R007740","567712308015",0,1979,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1313,0,"SFR","CONVENTION"
"R007742","566529200013",0,2009,"9241","EX TOWN ADMIN IMPR","2230","SPECIAL PURPOSE",0,4,2,7459,,"COMMERCIAL","SPEC PURPOSE"
"R007743","590517300033",0,1961,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,896,0,"SFR","CONVENTION"
"R007746","566912403009",0,1956,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",5,2,1,2536,,"SFR","CONVENTION"
"R007758","566529236001",0,1902,"2215","LODGING         ","2215","RES USE IN HOTEL / MOTEL",0,31,3,17773,39,"COMMERCIAL","LODGING/HTL-MTL"
"R007762","566529307007",0,1986,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,5,2,7302,0,"COMMERCIAL","RETAIL/MERCHAND"
"R007762","566529307007",1,1958,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0,1,748,0,"COMMERCIAL","SERV/GARAGE"
"R007763","566529307010",0,1901,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,4,2,3579,0,"COMMERCIAL","RETAIL/MERCHAND"
"R007765","566529307012",0,1984,"2212","MERCHANDISING   ","2212","MERCHANDISING",0,0,1,59,0,"COMMERCIAL","RETAIL/MERCHAND"
"R007778","566517312004",0,1956,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1156,0,"SFR","CONVENTION"
"R001182","566517424015",0,1980,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2,1,3560,0,"SFR","RANCH"
"R001186","566520233009",0,1954,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1554,,"SFR","RANCH"
"R001187","567310200190",0,1993,"1212","SINGLE FAM RES  ","1299","MODULAR SFR",3,2,1,1834,0,"SFR","MODULAR"
"R001194","537530402001",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,2,2551,0,"SFR","CONVENTION"
"R001198","559333103008",0,1986,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,2,1.5,2990,0,"SFR","CONVENTION"
"R001200","566517400004",0,1950,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1.5,936,0,"SFR","CONVENTION"
"R001216","559703100120",0,1977,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,1.5,2284,0,"SFR","CONVENTION"
"R001216","559703100120",1,2010,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,0.75,1.5,1462,,"SFR","CONVENTION"
"R001217","566517419014",0,1948,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,2,2662,,"SFR","CONVENTION"
"R001218","566519407002",0,1959,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,2040,,"SFR","RANCH"
"R001221","566517327003",0,1946,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1,1046,0,"SFR","CONVENTION"
"R001222","559107401015",0,1969,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",3,4,2,3367,0,"SFR","CONVENTION"
"R001227","566529208003",0,1928,"1225","MULTI 9+        ","1220","MULTI 4-8",0,8,2,5972,8,"SFR","CONVENTION"
"R001227","566529208003",1,1968,"1225","MULTI 9+        ","1220","MULTI 4-8",0,8,2,6230,8,"SFR","CONVENTION"
"R001227","566529208003",2,1976,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",0,2,1,2292,2,"SFR","CONVENTION"
"R001229","566529200024",0,1972,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,3,1,3418,0,"COMMERCIAL","RESTAURANT"
"R001230","532514104023",0,1977,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1.5,672,0,"SFR","A FRAME"
"R001241","566529228017",0,1898,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",5,3,1.5,2165,2,"SFR","VICTORIAN"
"R001241","566529228017",1,1950,"1215","DUPLEX-TRIPLEX  ","1215","DUPLEX-TRIPLEX",3,2,1,1280,2,"SFR","CONVENTION"
"R001248","566529409006",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,576,,"SFR","CONVENTION"
"R001255","537124400025",0,1973,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",2,1,1.5,1352,0,"SFR","CONVENTION"
"R001260","566911101010",0,1962,"2235","WAREHOUSE/STG   ","2235","WAREHOUSE/STG",0,0.5,1,1523,,"COMMERCIAL","WAREHOUSE"
"R001260","566911101010",0,1958,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1719,0,"SFR","CONVENTION"
"R001273","559710102024",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.25,2,1560,0,"SFR","CONVENTION"
"R001274","559710102025",0,2024,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,,,"SFR","CONVENTION"
"R001283","559710102003",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,1986,0,"SFR","CONVENTION"
"R001284","559710102004",0,1995,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,3,2,1848,0,"SFR","CONVENTION"
"R001291","559710102011",0,1994,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.5,2,1956,0,"SFR","CONVENTION"
"R001292","559710102012",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.5,2,2058,0,"SFR","CONTEMP"
"R001296","559710102016",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1920,0,"SFR","CONVENTION"
"R001297","559710102017",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1.75,1,1840,0,"SFR","CONVENTION"
"R001302","559711201018",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,3,1,2479,0,"SFR","CONVENTION"
"R001303","559711201019",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",4,2.75,1.5,3111,0,"SFR","CONVENTION"
"R001304","559711201020",0,1993,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1873,0,"SFR","CONVENTION"
"R001318","566517414015",0,1977,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2.75,1,2320,,"SFR","BI LEVEL"
"R001318","566517414015",1,2017,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,520,,"SFR","CONVENTION"
"R001325","566512300019",0,1998,"1212","SINGLE FAM RES  ","1298","MANUFACTURED HOME",3,2,1,1525.5,0,"SFR","MANUFACTURED"
"R001338","565506400018",0,1972,"1277","SFR NOT INTEGRAL TO AGRICULTURAL OPERATION","1212","SINGLE FAM RES",4,4,2,5572,0,"SFR","LOG HOME"
"R001346","566529223003",0,1898,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1.5,1788,0,"SFR","VICTORIAN"
"R001347","566516402003",0,2018,"2230","SPECIAL PURPOSE ","2230","SPECIAL PURPOSE",0,3,1,3098,,"COMMERCIAL","SPEC PURPOSE"
"R001357","566529303011",0,1895,"1220","MULTI 4-8       ","1220","MULTI 4-8",4,2.5,2,2765,2,"SFR","VICTORIAN"
"R001357","566529303011",1,1992,"1220","MULTI 4-8       ","1220","MULTI 4-8",4,4,2,2304,4,"SFR","CONVENTION"
"R001358","566520232011",0,1951,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,1,1,1235,,"SFR","CONVENTION"
"R001362","566529228011",0,1884,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",3,2,1,1736,0,"SFR","CONVENTION"
"R001364","559324101004",0,1942,"1212","SINGLE FAM RES  ","1212","SINGLE FAM RES",1,1,1,832,0,"SFR","CONVENTION"
"R001385","589919300019",0,1995,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",4,2,1.5,2457,0,"SFR","CONVENTION"
"R001385","589919300019",1,2005,"4277","FARM/RANCH RESI ","4277","FARM/RANCH RESI",0,1,1,572,,"SFR","CONVENTION"
